"offense","offense_conference","defense","defense_conference","game_id","id","scoring","start_period","start_yardline","start_yards_to_goal","start_time.minutes","start_time.seconds","end_period","end_yardline","end_yards_to_goal","end_time.minutes","end_time.seconds","elapsed.minutes","elapsed.seconds","plays","yards","drive_result","week"
"Baylor","Big 12","Kansas State","Big 12",401112077,"40111207715",TRUE,3,91,91,13,36,3,0,0,11,27,2,9,6,91,"TD",6
"Kansas State","Big 12","Baylor","Big 12",401112077,"40111207716",FALSE,3,34,66,11,24,3,72,28,8,11,3,13,6,38,"FUMBLE",6
"Baylor","Big 12","Kansas State","Big 12",401112077,"40111207717",FALSE,3,72,72,8,11,3,63,63,6,45,1,26,3,9,"PUNT",6
"Kansas State","Big 12","Baylor","Big 12",401112077,"40111207718",TRUE,3,28,72,6,45,3,89,11,0,21,6,24,12,61,"FG",6
"Baylor","Big 12","Kansas State","Big 12",401112077,"40111207719",FALSE,3,75,75,0,21,4,87,87,14,45,NA,36,3,-12,"PUNT",6
"Kansas State","Big 12","Baylor","Big 12",401112077,"40111207720",FALSE,4,41,59,14,45,4,53,47,12,36,2,9,4,12,"INT",6
"Baylor","Big 12","Kansas State","Big 12",401112077,"40111207721",TRUE,4,63,63,12,36,4,0,0,10,34,2,2,6,63,"TD",6
"Kansas State","Big 12","Baylor","Big 12",401112077,"40111207722",TRUE,4,33,67,10,28,4,100,0,6,24,4,4,9,67,"TD",6
"Baylor","Big 12","Kansas State","Big 12",401112077,"40111207723",TRUE,4,43,43,6,23,4,0,0,5,37,NA,46,2,43,"TD",6
"Kansas State","Big 12","Baylor","Big 12",401112077,"40111207724",FALSE,4,17,83,5,33,4,60,40,3,16,2,17,10,43,"DOWNS",6
"Baylor","Big 12","Kansas State","Big 12",401112077,"40111207725",FALSE,4,60,60,3,16,4,47,47,0,0,3,16,4,13,"END OF GAME",6
"Iowa State","Big 12","TCU","Big 12",401112088,"40111208810",FALSE,2,31,69,10,20,2,67,33,7,4,3,16,6,36,"DOWNS",6
"TCU","Big 12","Iowa State","Big 12",401112088,"40111208811",FALSE,2,67,67,7,4,2,59,59,6,21,NA,43,3,8,"PUNT",6
"Iowa State","Big 12","TCU","Big 12",401112088,"40111208812",TRUE,2,42,58,6,21,2,100,0,4,0,2,21,6,58,"TD",6
"TCU","Big 12","Iowa State","Big 12",401112088,"40111208813",FALSE,2,50,50,3,59,2,40,40,0,10,3,49,8,10,"MISSED FG",6
"Iowa State","Big 12","TCU","Big 12",401112088,"40111208814",FALSE,2,40,60,0,10,2,39,61,0,0,NA,10,1,-1,"END OF HALF",6
"Iowa State","Big 12","TCU","Big 12",401112088,"40111208815",FALSE,3,41,59,14,53,3,60,40,12,24,2,29,4,19,"PUNT",6
"TCU","Big 12","Iowa State","Big 12",401112088,"40111208816",FALSE,3,96,96,12,24,3,94,94,10,18,2,6,3,2,"PUNT",6
"Iowa State","Big 12","TCU","Big 12",401112088,"40111208817",TRUE,3,59,41,10,18,3,100,0,9,1,1,17,3,41,"TD",6
"TCU","Big 12","Iowa State","Big 12",401112088,"40111208818",TRUE,3,78,78,8,55,3,0,0,3,44,5,11,11,78,"TD",6
"Iowa State","Big 12","TCU","Big 12",401112088,"40111208819",TRUE,3,25,75,3,44,3,100,0,1,2,2,42,5,75,"TD",6
"TCU","Big 12","Iowa State","Big 12",401112088,"40111208820",TRUE,3,92,92,0,54,4,0,0,12,35,3,19,10,92,"TD",6
"Iowa State","Big 12","TCU","Big 12",401112088,"40111208821",FALSE,4,11,89,12,29,4,25,75,10,23,2,6,5,14,"PUNT",6
"TCU","Big 12","Iowa State","Big 12",401112088,"40111208822",TRUE,4,74,74,10,23,4,0,0,9,1,1,22,4,74,"TD",6
"Iowa State","Big 12","TCU","Big 12",401112088,"40111208823",TRUE,4,25,75,9,1,4,100,0,6,18,2,43,5,75,"TD",6
"TCU","Big 12","Iowa State","Big 12",401112088,"40111208824",FALSE,4,81,81,6,27,4,82,82,6,18,NA,9,0,-1,"FUMBLE",6
"Iowa State","Big 12","TCU","Big 12",401112088,"40111208825",TRUE,4,82,18,6,18,4,100,0,4,26,1,52,4,18,"TD",6
"TCU","Big 12","Iowa State","Big 12",401112088,"40111208826",FALSE,4,77,77,4,19,4,74,74,2,52,1,27,3,3,"PUNT",6
"Iowa State","Big 12","TCU","Big 12",401112088,"40111208827",FALSE,4,40,60,2,52,4,53,47,0,0,2,52,5,13,"END OF GAME",6
"Oklahoma","Big 12","Kansas","Big 12",401112101,"40111210110",TRUE,2,10,10,0,36,2,0,0,0,31,NA,5,1,10,"TD",6
"Kansas","Big 12","Oklahoma","Big 12",401112101,"40111210111",FALSE,2,25,75,0,31,2,26,74,0,0,NA,31,3,1,"END OF HALF",6
"Oklahoma","Big 12","Kansas","Big 12",401112101,"40111210112",TRUE,3,84,84,15,0,3,0,0,10,19,4,41,10,84,"TD",6
"Kansas","Big 12","Oklahoma","Big 12",401112101,"40111210113",FALSE,3,25,75,10,19,3,29,71,9,10,1,9,3,4,"PUNT",6
"Oklahoma","Big 12","Kansas","Big 12",401112101,"40111210114",TRUE,3,83,83,9,10,3,0,0,6,18,2,52,7,83,"TD",6
"Kansas","Big 12","Oklahoma","Big 12",401112101,"40111210115",FALSE,3,28,72,6,18,3,56,44,1,37,4,41,8,28,"PUNT",6
"Oklahoma","Big 12","Kansas","Big 12",401112101,"40111210116",FALSE,3,84,84,1,37,4,65,65,14,53,1,44,5,19,"INT",6
"Kansas","Big 12","Oklahoma","Big 12",401112101,"40111210117",FALSE,4,34,66,14,53,4,61,39,10,58,3,55,7,27,"DOWNS",6
"Oklahoma","Big 12","Kansas","Big 12",401112101,"40111210118",TRUE,4,61,61,10,58,4,0,0,10,45,NA,13,1,61,"TD",6
"Kansas","Big 12","Oklahoma","Big 12",401112101,"40111210119",TRUE,4,25,75,10,45,4,100,0,9,35,1,10,2,75,"TD",6
"Oklahoma","Big 12","Kansas","Big 12",401112101,"40111210120",TRUE,4,75,75,9,35,4,15,15,4,47,4,48,10,60,"FG",6
"Kansas","Big 12","Oklahoma","Big 12",401112101,"40111210121",TRUE,4,30,70,4,47,4,100,0,2,46,2,1,6,70,"TD",6
"Oklahoma","Big 12","Kansas","Big 12",401112101,"40111210122",FALSE,4,49,49,2,46,4,14,14,0,0,2,46,5,35,"END OF 4TH QUARTER",6
"Texas Tech","Big 12","Oklahoma State","Big 12",401112126,"40111212610",FALSE,2,22,78,14,39,2,28,72,13,31,1,8,3,6,"PUNT",6
"Oklahoma State","Big 12","Texas Tech","Big 12",401112126,"40111212611",FALSE,2,75,75,13,31,2,75,75,13,20,NA,11,1,0,"INT",6
"Texas Tech","Big 12","Oklahoma State","Big 12",401112126,"40111212612",FALSE,2,67,33,13,20,2,74,26,11,37,1,43,4,7,"MISSED FG",6
"Oklahoma State","Big 12","Texas Tech","Big 12",401112126,"40111212613",FALSE,2,74,74,11,37,2,71,71,10,48,NA,49,3,3,"INT",6
"Texas Tech","Big 12","Oklahoma State","Big 12",401112126,"40111212614",TRUE,2,63,37,10,48,2,100,0,10,21,NA,27,2,37,"TD",6
"Oklahoma State","Big 12","Texas Tech","Big 12",401112126,"40111212615",FALSE,2,81,81,10,21,2,34,34,7,10,3,11,11,47,"DOWNS",6
"Texas Tech","Big 12","Oklahoma State","Big 12",401112126,"40111212616",FALSE,2,34,66,7,10,2,65,35,4,22,2,48,9,31,"DOWNS",6
"Oklahoma State","Big 12","Texas Tech","Big 12",401112126,"40111212617",FALSE,2,65,65,4,22,2,59,59,3,13,1,9,3,6,"PUNT",6
"Texas Tech","Big 12","Oklahoma State","Big 12",401112126,"40111212618",FALSE,2,23,77,3,13,2,31,69,1,55,1,18,3,8,"PUNT",6
"Oklahoma State","Big 12","Texas Tech","Big 12",401112126,"40111212619",TRUE,2,46,46,1,55,2,0,0,0,30,1,25,5,46,"TD",6
"Texas Tech","Big 12","Oklahoma State","Big 12",401112126,"40111212620",FALSE,2,25,75,0,30,2,26,74,0,0,NA,30,1,1,"END OF HALF",6
"Texas Tech","Big 12","Oklahoma State","Big 12",401112126,"40111212621",TRUE,3,25,75,15,0,3,100,0,13,2,1,58,7,75,"TD",6
"Oklahoma State","Big 12","Texas Tech","Big 12",401112126,"40111212622",TRUE,3,75,75,13,2,3,0,0,12,0,1,2,3,75,"TD",6
"Texas Tech","Big 12","Oklahoma State","Big 12",401112126,"40111212623",FALSE,3,25,75,12,0,3,86,14,9,33,2,27,7,61,"DOWNS",6
"Oklahoma State","Big 12","Texas Tech","Big 12",401112126,"40111212624",FALSE,3,86,86,9,33,3,83,83,8,9,1,24,3,3,"PUNT",6
"Texas Tech","Big 12","Oklahoma State","Big 12",401112126,"40111212625",TRUE,3,41,59,8,9,3,100,0,5,48,2,21,6,59,"TD",6
"Oklahoma State","Big 12","Texas Tech","Big 12",401112126,"40111212626",TRUE,3,75,75,5,48,3,0,0,2,48,3,NA,8,75,"TD",6
"Texas Tech","Big 12","Oklahoma State","Big 12",401112126,"40111212627",FALSE,3,27,73,2,48,3,62,38,1,25,1,23,4,35,"PUNT",6
"Oklahoma State","Big 12","Texas Tech","Big 12",401112126,"40111212628",FALSE,3,90,90,1,25,3,30,30,0,5,1,20,6,60,"FUMBLE",6
"Texas Tech","Big 12","Oklahoma State","Big 12",401112126,"40111212629",TRUE,3,30,70,0,5,4,91,9,13,53,1,12,7,61,"FG",6
"Oklahoma State","Big 12","Texas Tech","Big 12",401112126,"40111212630",FALSE,4,75,75,13,53,4,63,63,11,50,2,3,5,12,"PUNT",6
"Texas Tech","Big 12","Oklahoma State","Big 12",401112126,"40111212631",TRUE,4,6,94,11,50,4,100,0,8,26,3,24,6,94,"TD",6
"Oklahoma State","Big 12","Texas Tech","Big 12",401112126,"40111212632",TRUE,4,58,58,8,26,4,0,0,5,16,3,10,10,58,"TD",6
"Oklahoma State","Big 12","Texas Tech","Big 12",401112126,"40111212633",TRUE,4,35,35,5,16,4,0,0,3,27,1,49,6,35,"TD",6
"Texas Tech","Big 12","Oklahoma State","Big 12",401112126,"40111212634",FALSE,4,52,48,3,27,4,56,44,3,2,NA,25,3,4,"PUNT",6
"Oklahoma State","Big 12","Texas Tech","Big 12",401112126,"40111212635",FALSE,4,83,83,3,2,4,56,56,1,15,1,47,6,27,"INT",6
"Texas Tech","Big 12","Oklahoma State","Big 12",401112126,"40111212636",FALSE,4,27,73,1,15,4,24,76,0,0,1,15,2,-3,"END OF GAME",6
"Texas","Big 12","West Virginia","Big 12",401112137,"40111213710",TRUE,2,69,69,12,59,2,0,0,7,56,5,3,11,69,"TD",6
"West Virginia","Big 12","Texas","Big 12",401112137,"40111213711",FALSE,2,25,75,7,56,2,81,19,6,8,1,48,7,56,"MISSED FG",6
"Texas","Big 12","West Virginia","Big 12",401112137,"40111213712",TRUE,2,80,80,6,8,2,0,0,3,28,2,40,6,80,"TD",6
"West Virginia","Big 12","Texas","Big 12",401112137,"40111213713",FALSE,2,25,75,3,28,2,70,30,0,0,3,28,9,45,"DOWNS",6
"Texas","Big 12","West Virginia","Big 12",401112137,"40111213715",FALSE,3,80,80,15,0,3,86,86,11,12,3,48,6,-6,"PUNT",6
"West Virginia","Big 12","Texas","Big 12",401112137,"40111213716",FALSE,3,51,49,11,12,3,51,49,11,3,NA,9,1,0,"INT",6
"Texas","Big 12","West Virginia","Big 12",401112137,"40111213717",FALSE,3,80,80,11,3,3,73,73,10,2,1,1,3,7,"PUNT",6
"West Virginia","Big 12","Texas","Big 12",401112137,"40111213718",FALSE,3,28,72,10,2,3,28,72,8,1,2,1,3,0,"PUNT",6
"Texas","Big 12","West Virginia","Big 12",401112137,"40111213719",FALSE,3,74,74,8,1,3,49,49,5,24,2,37,7,25,"PUNT",6
"West Virginia","Big 12","Texas","Big 12",401112137,"40111213720",FALSE,3,10,90,5,24,3,29,71,3,25,1,59,5,19,"PUNT",6
"Texas","Big 12","West Virginia","Big 12",401112137,"40111213721",FALSE,3,77,77,3,25,3,77,77,3,11,NA,14,1,0,"INT",6
"West Virginia","Big 12","Texas","Big 12",401112137,"40111213722",TRUE,3,86,14,3,11,3,88,12,1,59,1,12,4,2,"FG",6
"Texas","Big 12","West Virginia","Big 12",401112137,"40111213723",FALSE,3,75,75,1,59,4,52,52,14,45,2,14,5,23,"PUNT",6
"West Virginia","Big 12","Texas","Big 12",401112137,"40111213724",FALSE,4,8,92,14,45,4,17,83,13,32,1,13,3,9,"INT",6
"Texas","Big 12","West Virginia","Big 12",401112137,"40111213725",TRUE,4,18,18,13,32,4,0,0,12,42,NA,50,3,18,"TD",6
"West Virginia","Big 12","Texas","Big 12",401112137,"40111213726",FALSE,4,25,75,12,42,4,38,62,12,25,NA,17,2,13,"INT",6
"Texas","Big 12","West Virginia","Big 12",401112137,"40111213727",TRUE,4,33,33,12,25,4,0,0,10,31,1,54,4,33,"TD",6
"West Virginia","Big 12","Texas","Big 12",401112137,"40111213728",FALSE,4,25,75,10,31,4,52,48,9,12,1,19,5,27,"PUNT",6
"Texas","Big 12","West Virginia","Big 12",401112137,"40111213729",FALSE,4,83,83,9,12,4,66,66,5,27,3,45,6,17,"PUNT",6
"West Virginia","Big 12","Texas","Big 12",401112137,"40111213730",TRUE,4,26,74,5,27,4,100,0,3,57,1,30,5,74,"TD",6
"Texas","Big 12","West Virginia","Big 12",401112137,"40111213731",TRUE,4,47,47,3,57,4,0,0,3,3,NA,54,4,47,"TD",6
"West Virginia","Big 12","Texas","Big 12",401112137,"40111213732",TRUE,4,19,81,3,3,4,100,0,0,48,2,15,11,81,"TD",6
"Texas","Big 12","West Virginia","Big 12",401112137,"40111213733",FALSE,4,85,85,0,48,4,93,93,0,0,NA,48,2,-8,"END OF GAME",6
"Minnesota","Big Ten","Illinois","Big Ten",401112149,"40111214910",TRUE,2,15,85,13,25,2,100,0,11,23,2,2,4,85,"TD",6
"Illinois","Big Ten","Minnesota","Big Ten",401112149,"40111214911",FALSE,2,75,75,11,23,2,61,61,8,50,2,33,5,14,"PUNT",6
"Minnesota","Big Ten","Illinois","Big Ten",401112149,"40111214912",FALSE,2,13,87,8,50,2,30,70,7,20,1,30,4,17,"PUNT",6
"Illinois","Big Ten","Minnesota","Big Ten",401112149,"40111214913",FALSE,2,70,70,7,20,2,25,25,4,40,2,40,7,45,"MISSED FG",6
"Minnesota","Big Ten","Illinois","Big Ten",401112149,"40111214914",TRUE,2,25,75,4,40,2,100,0,1,32,3,8,6,75,"TD",6
"Illinois","Big Ten","Minnesota","Big Ten",401112149,"40111214915",TRUE,2,75,75,1,32,2,28,28,0,13,1,19,9,47,"FG",6
"Minnesota","Big Ten","Illinois","Big Ten",401112149,"40111214916",FALSE,2,25,75,0,13,2,24,76,0,0,NA,13,1,-1,"END OF HALF",6
"Minnesota","Big Ten","Illinois","Big Ten",401112149,"40111214917",TRUE,3,25,75,15,0,3,100,0,12,53,2,7,4,75,"TD",6
"Illinois","Big Ten","Minnesota","Big Ten",401112149,"40111214918",FALSE,3,90,90,12,53,3,81,81,10,51,2,2,3,9,"PUNT",6
"Minnesota","Big Ten","Illinois","Big Ten",401112149,"40111214919",TRUE,3,35,65,10,51,3,100,0,7,52,2,59,6,65,"TD",6
"Illinois","Big Ten","Minnesota","Big Ten",401112149,"40111214920",FALSE,3,78,78,7,52,3,44,44,4,31,3,21,9,34,"PUNT",6
"Minnesota","Big Ten","Illinois","Big Ten",401112149,"40111214921",TRUE,3,2,98,4,31,3,7,93,2,27,2,4,4,5,"FUMBLE TD",6
"Minnesota","Big Ten","Illinois","Big Ten",401112149,"40111214923",TRUE,3,25,75,2,27,4,100,0,12,48,4,39,8,75,"TD",6
"Illinois","Big Ten","Minnesota","Big Ten",401112149,"40111214924",FALSE,4,75,75,12,48,4,70,70,11,51,NA,57,3,5,"PUNT",6
"Minnesota","Big Ten","Illinois","Big Ten",401112149,"40111214925",FALSE,4,25,75,11,51,4,39,61,8,44,3,7,4,14,"PUNT",6
"Illinois","Big Ten","Minnesota","Big Ten",401112149,"40111214926",FALSE,4,90,90,8,44,4,59,59,5,41,3,3,8,31,"DOWNS",6
"Minnesota","Big Ten","Illinois","Big Ten",401112149,"40111214927",TRUE,4,59,41,5,41,4,91,9,0,51,4,50,9,32,"FG",6
"Illinois","Big Ten","Minnesota","Big Ten",401112149,"40111214928",FALSE,4,75,75,0,51,4,56,56,0,0,NA,51,6,19,"END OF GAME",6
"Iowa","Big Ten","Michigan","Big Ten",401112194,"40111219410",TRUE,1,65,65,3,43,2,4,4,12,18,6,25,14,61,"FG",6
"Michigan","Big Ten","Iowa","Big Ten",401112194,"40111219411",FALSE,2,29,71,12,18,2,46,54,9,36,2,42,5,17,"PUNT",6
"Iowa","Big Ten","Michigan","Big Ten",401112194,"40111219412",FALSE,2,80,80,9,36,2,42,42,5,29,4,7,9,38,"PUNT",6
"Michigan","Big Ten","Iowa","Big Ten",401112194,"40111219413",FALSE,2,14,86,5,29,2,14,86,3,37,1,52,3,0,"PUNT",6
"Iowa","Big Ten","Michigan","Big Ten",401112194,"40111219414",FALSE,2,52,52,3,37,2,33,33,1,29,2,8,5,19,"INT",6
"Michigan","Big Ten","Iowa","Big Ten",401112194,"40111219415",FALSE,2,4,96,1,29,2,60,40,0,0,1,29,6,56,"DOWNS",6
"Iowa","Big Ten","Michigan","Big Ten",401112194,"40111219417",FALSE,3,75,75,15,0,3,36,36,11,15,3,45,8,39,"INT",6
"Michigan","Big Ten","Iowa","Big Ten",401112194,"40111219418",FALSE,3,30,70,11,15,3,52,48,8,44,2,31,5,22,"PUNT",6
"Iowa","Big Ten","Michigan","Big Ten",401112194,"40111219419",FALSE,3,80,80,8,44,3,75,75,5,7,3,37,5,5,"PUNT",6
"Michigan","Big Ten","Iowa","Big Ten",401112194,"40111219420",FALSE,3,19,81,5,7,3,25,75,1,13,3,54,6,6,"PUNT",6
"Iowa","Big Ten","Michigan","Big Ten",401112194,"40111219421",FALSE,3,67,67,1,13,4,39,39,14,47,1,26,4,28,"PUNT",6
"Michigan","Big Ten","Iowa","Big Ten",401112194,"40111219422",FALSE,4,20,80,14,47,4,84,16,11,1,3,46,10,64,"MISSED FG",6
"Iowa","Big Ten","Michigan","Big Ten",401112194,"40111219423",FALSE,4,80,80,11,1,4,73,73,8,14,2,47,4,7,"PUNT",6
"Michigan","Big Ten","Iowa","Big Ten",401112194,"40111219424",FALSE,4,40,60,8,14,4,42,58,7,8,1,6,3,2,"PUNT",6
"Iowa","Big Ten","Michigan","Big Ten",401112194,"40111219425",FALSE,4,67,67,7,8,4,51,51,2,52,4,16,6,16,"PUNT",6
"Michigan","Big Ten","Iowa","Big Ten",401112194,"40111219426",FALSE,4,15,85,2,52,4,23,77,1,35,1,17,3,8,"PUNT",6
"Iowa","Big Ten","Michigan","Big Ten",401112194,"40111219427",FALSE,4,57,57,1,35,4,45,45,0,0,1,35,9,12,"END OF 4TH QUARTER",6
"Maryland","Big Ten","Rutgers","Big Ten",401112205,"40111220510",FALSE,2,86,86,12,16,2,86,86,10,14,2,2,3,0,"PUNT",6
"Rutgers","Big Ten","Maryland","Big Ten",401112205,"40111220511",TRUE,2,48,52,10,14,2,100,0,9,37,NA,37,3,52,"TD",6
"Maryland","Big Ten","Rutgers","Big Ten",401112205,"40111220512",TRUE,2,74,74,9,32,2,0,0,8,26,1,6,3,74,"TD",6
"Rutgers","Big Ten","Maryland","Big Ten",401112205,"40111220513",FALSE,2,33,67,8,18,2,42,58,6,55,1,23,4,9,"DOWNS",6
"Maryland","Big Ten","Rutgers","Big Ten",401112205,"40111220514",TRUE,2,42,42,6,55,2,0,0,6,47,NA,8,1,42,"TD",6
"Rutgers","Big Ten","Maryland","Big Ten",401112205,"40111220515",FALSE,2,33,67,6,42,2,28,72,5,39,1,3,3,-5,"INT",6
"Maryland","Big Ten","Rutgers","Big Ten",401112205,"40111220516",TRUE,2,2,2,5,39,2,0,0,5,36,NA,3,1,2,"TD",6
"Rutgers","Big Ten","Maryland","Big Ten",401112205,"40111220517",FALSE,2,27,73,5,30,2,36,64,3,39,1,51,3,9,"PUNT",6
"Maryland","Big Ten","Rutgers","Big Ten",401112205,"40111220518",FALSE,2,80,80,3,39,2,61,61,1,42,1,57,6,19,"PUNT",6
"Rutgers","Big Ten","Maryland","Big Ten",401112205,"40111220519",FALSE,2,31,69,1,42,2,63,37,0,22,1,20,7,32,"DOWNS",6
"Maryland","Big Ten","Rutgers","Big Ten",401112205,"40111220520",FALSE,2,62,62,0,22,2,59,59,0,0,NA,22,3,3,"PUNT",6
"Rutgers","Big Ten","Maryland","Big Ten",401112205,"40111220521",FALSE,2,30,70,0,0,2,28,72,0,0,NA,NA,1,-2,"END OF HALF",6
"Maryland","Big Ten","Rutgers","Big Ten",401112205,"40111220522",TRUE,3,0,0,14,46,3,0,0,14,46,NA,NA,0,0,"TD",6
"Rutgers","Big Ten","Maryland","Big Ten",401112205,"40111220523",FALSE,3,23,77,14,40,3,41,59,12,53,1,47,4,18,"PUNT",6
"Maryland","Big Ten","Rutgers","Big Ten",401112205,"40111220524",TRUE,3,80,80,12,53,3,0,0,12,40,NA,13,1,80,"TD",6
"Rutgers","Big Ten","Maryland","Big Ten",401112205,"40111220525",FALSE,3,55,45,12,31,3,57,43,10,42,1,49,3,2,"PUNT",6
"Maryland","Big Ten","Rutgers","Big Ten",401112205,"40111220526",TRUE,3,90,90,10,42,3,0,0,6,11,4,31,13,90,"TD",6
"Rutgers","Big Ten","Maryland","Big Ten",401112205,"40111220527",FALSE,3,25,75,6,11,3,76,24,2,30,3,41,8,51,"MISSED FG",6
"Maryland","Big Ten","Rutgers","Big Ten",401112205,"40111220528",FALSE,3,75,75,2,30,3,75,75,1,18,1,12,3,0,"PUNT",6
"Rutgers","Big Ten","Maryland","Big Ten",401112205,"40111220529",FALSE,3,39,61,1,18,4,55,45,13,21,2,57,5,16,"INT",6
"Maryland","Big Ten","Rutgers","Big Ten",401112205,"40111220530",FALSE,4,62,62,13,21,4,62,62,12,33,NA,48,3,0,"PUNT",6
"Rutgers","Big Ten","Maryland","Big Ten",401112205,"40111220531",FALSE,4,30,70,12,33,4,36,64,10,33,2,NA,3,6,"PUNT",6
"Maryland","Big Ten","Rutgers","Big Ten",401112205,"40111220532",FALSE,4,85,85,10,33,4,12,12,1,9,9,24,16,73,"MISSED FG",6
"Rutgers","Big Ten","Maryland","Big Ten",401112205,"40111220533",FALSE,4,20,80,1,9,4,48,52,0,0,1,9,2,28,"END OF GAME",6
"Michigan State","Big Ten","Ohio State","Big Ten",401112216,"40111221610",TRUE,2,75,75,12,12,2,0,0,10,36,1,36,5,75,"TD",6
"Ohio State","Big Ten","Michigan State","Big Ten",401112216,"40111221611",TRUE,2,25,75,10,36,2,100,0,8,9,2,27,7,75,"TD",6
"Michigan State","Big Ten","Ohio State","Big Ten",401112216,"40111221612",TRUE,2,70,70,8,9,2,21,21,3,36,4,33,9,49,"FG",6
"Ohio State","Big Ten","Michigan State","Big Ten",401112216,"40111221613",TRUE,2,25,75,3,36,2,100,0,2,24,1,12,3,75,"TD",6
"Michigan State","Big Ten","Ohio State","Big Ten",401112216,"40111221614",FALSE,2,75,75,2,24,2,70,70,1,46,NA,38,3,5,"PUNT",6
"Ohio State","Big Ten","Michigan State","Big Ten",401112216,"40111221615",TRUE,2,29,71,1,46,2,74,26,0,5,1,41,10,45,"FG",6
"Michigan State","Big Ten","Ohio State","Big Ten",401112216,"40111221616",FALSE,2,75,75,0,5,2,77,77,0,2,NA,3,1,-2,"END OF HALF",6
"Michigan State","Big Ten","Ohio State","Big Ten",401112216,"40111221617",FALSE,3,75,75,15,0,3,9,9,10,43,4,17,9,66,"MISSED FG",6
"Ohio State","Big Ten","Michigan State","Big Ten",401112216,"40111221618",FALSE,3,20,80,10,43,3,71,29,8,0,2,43,6,51,"INT",6
"Michigan State","Big Ten","Ohio State","Big Ten",401112216,"40111221619",FALSE,3,54,54,8,0,3,52,52,6,4,1,56,3,2,"PUNT",6
"Ohio State","Big Ten","Michigan State","Big Ten",401112216,"40111221620",FALSE,3,4,96,6,4,3,15,85,3,32,2,32,5,11,"PUNT",6
"Michigan State","Big Ten","Ohio State","Big Ten",401112216,"40111221621",FALSE,3,66,66,3,32,4,60,60,14,50,3,42,6,6,"PUNT",6
"Ohio State","Big Ten","Michigan State","Big Ten",401112216,"40111221622",TRUE,4,20,80,14,50,4,100,0,10,41,4,9,11,80,"TD",6
"Michigan State","Big Ten","Ohio State","Big Ten",401112216,"40111221623",FALSE,4,75,75,10,41,4,52,52,9,3,1,38,5,23,"PUNT",6
"Ohio State","Big Ten","Michigan State","Big Ten",401112216,"40111221624",FALSE,4,13,87,9,3,4,38,62,6,27,2,36,6,21,"FUMBLE",6
"Michigan State","Big Ten","Ohio State","Big Ten",401112216,"40111221625",FALSE,4,34,34,6,27,4,34,34,6,9,NA,18,1,0,"INT",6
"Ohio State","Big Ten","Michigan State","Big Ten",401112216,"40111221626",FALSE,4,25,75,6,9,4,28,72,4,39,1,30,3,3,"PUNT",6
"Michigan State","Big Ten","Ohio State","Big Ten",401112216,"40111221627",FALSE,4,71,71,4,39,4,51,51,2,12,2,27,8,20,"PUNT",6
"Ohio State","Big Ten","Michigan State","Big Ten",401112216,"40111221628",FALSE,4,20,80,2,12,4,66,34,0,0,2,12,3,46,"END OF GAME",6
"Nebraska","Big Ten","Northwestern","Big Ten",401112242,"40111224210",FALSE,2,19,81,5,9,2,24,76,3,47,1,22,3,5,"PUNT",6
"Northwestern","Big Ten","Nebraska","Big Ten",401112242,"40111224211",FALSE,2,68,68,3,47,2,42,42,1,14,2,33,9,26,"PUNT",6
"Nebraska","Big Ten","Northwestern","Big Ten",401112242,"40111224212",FALSE,2,9,91,1,14,2,21,79,0,31,NA,43,4,12,"PUNT",6
"Northwestern","Big Ten","Nebraska","Big Ten",401112242,"40111224213",FALSE,2,63,63,0,31,2,47,47,0,0,NA,31,3,16,"END OF HALF",6
"Nebraska","Big Ten","Northwestern","Big Ten",401112242,"40111224214",FALSE,3,25,75,15,0,3,21,79,13,15,1,45,3,-4,"PUNT",6
"Northwestern","Big Ten","Nebraska","Big Ten",401112242,"40111224215",TRUE,3,58,58,13,15,3,0,0,11,20,1,55,6,58,"TD",6
"Nebraska","Big Ten","Northwestern","Big Ten",401112242,"40111224216",FALSE,3,25,75,11,20,3,49,51,9,9,2,11,4,24,"PUNT",6
"Northwestern","Big Ten","Nebraska","Big Ten",401112242,"40111224217",FALSE,3,89,89,9,9,3,59,59,6,30,2,39,5,30,"PUNT",6
"Nebraska","Big Ten","Northwestern","Big Ten",401112242,"40111224218",FALSE,3,23,77,6,30,3,88,12,3,43,2,47,9,65,"MISSED FG",6
"Northwestern","Big Ten","Nebraska","Big Ten",401112242,"40111224219",FALSE,3,80,80,3,43,3,61,61,1,31,2,12,6,19,"PUNT",6
"Nebraska","Big Ten","Northwestern","Big Ten",401112242,"40111224220",FALSE,3,9,91,1,31,4,18,82,14,53,1,38,3,9,"PUNT",6
"Northwestern","Big Ten","Nebraska","Big Ten",401112242,"40111224221",FALSE,4,59,59,14,53,4,46,46,12,44,2,9,5,13,"PUNT",6
"Nebraska","Big Ten","Northwestern","Big Ten",401112242,"40111224222",FALSE,4,22,78,12,44,4,24,76,10,52,1,52,3,2,"PUNT",6
"Northwestern","Big Ten","Nebraska","Big Ten",401112242,"40111224223",FALSE,4,60,60,10,52,4,16,16,8,25,2,27,6,44,"MISSED FG",6
"Nebraska","Big Ten","Northwestern","Big Ten",401112242,"40111224224",FALSE,4,20,80,8,25,4,42,58,5,56,2,29,6,22,"PUNT",6
"Northwestern","Big Ten","Nebraska","Big Ten",401112242,"40111224225",FALSE,4,75,75,5,56,4,79,79,3,8,2,48,3,-4,"PUNT",6
